"","X","ensgene","name","module","mm"
"8679",8679,"KIDINS220","uc002qzc.2","royalblue",0.266640597670024
"8680",8680,"KIDINS220","uc002qzd.2","yellowgreen",0.0606993734066079
"8686",8686,"ADAM17","uc002qzu.3","grey60",0.248543610509797
"8687",8687,"ADAM17","uc010exb.1","darkgrey",0.0869329621668821
"8688",8688,"ADAM17","uc002qzv.3","darkgrey",0.157958397669447
"8697",8697,"PDIA6","uc002rau.3","grey60",0.403411319447655
"8698",8698,"PDIA6","uc010yjg.2","purple",0.224138974795019
"8699",8699,"PDIA6","uc002raw.3","orangered4",0.147283380827329
"8707",8707,"Metazoa_SRP","uc021vdz.1","magenta",0.370129615596305
"8726",8726,"PUM2","uc002rdq.1","violet",0.214396169685734
"8727",8727,"PUM2","uc002rdr.2","orange",0.131230898169408
"8728",8728,"PUM2","uc002rdu.1","violet",0.166283052950017
"8748",8748,"DTNB","uc010yko.3","greenyellow",0.185712862143819
"8749",8749,"DTNB","uc002rgk.4","white",0.247028424731998
"8750",8750,"DTNB","uc002rgp.1","lightyellow",0.198585611853863
"8776",8776,"MPV17","uc002rjs.3","salmon",0.179664530469428
"8777",8777,"MPV17","uc002rjt.3","saddlebrown",0.16223783868161
"8786",8786,"ZNF512","uc010ylx.3","orangered4",0.158549206243681
"8787",8787,"ZNF512","uc002rla.4","greenyellow",0.198066217597546
"8793",8793,"BRE","uc002rlt.3","yellowgreen",0.128952276332187
"8794",8794,"BRE","uc002rls.3","white",0.153876740879383
"8795",8795,"BRE","uc002rlu.3","violet",0.200288229902947
"8805",8805,"YPEL5","uc002rnc.4","yellowgreen",0.19919600943962
"8806",8806,"YPEL5","uc002rmz.4","brown",0.403179335112254
"8810",8810,"5S_rRNA","uc021vfo.1","yellow",0.97126656885753
"8821",8821,"Mir_548","uc021vfv.1","yellow",0.934280073667667
"8826",8826,"HEATR5B","uc002rpp.1","turquoise",0.225506657091338
"8827",8827,"HEATR5B","uc002rpq.4","darkgrey",0.131063562427804
"8848",8848,"U6","uc021vgf.1","orangered4",0.205619273748489
"8850",8850,"TMEM178A","uc021vgg.1","darkolivegreen",0.673067147008012
"8851",8851,"TMEM178A","uc002rrt.3","white",0.375886220735138
"8857",8857,"EML4","uc002rsh.4","skyblue",0.167084961660504
"8858",8858,"EML4","uc002rsi.3","yellowgreen",0.117848087942399
"8859",8859,"EML4","uc010fap.3","lightgreen",0.114183941632135
"8864",8864,"Mir_548","uc021vgo.1","black",0.213666582049772
"8866",8866,"THADA","uc002rsw.4","skyblue3",0.188675996077754
"8867",8867,"THADA","uc002rsz.3","saddlebrown",0.185601928241848
"8868",8868,"THADA","uc002rtd.3","magenta",0.147697741641065
"8876",8876,"Mir_548","uc021vgs.1","white",0.181006840729635
"8878",8878,"PRKCE","uc002rut.3","brown",0.338079665544549
"8879",8879,"PRKCE","uc002ruu.3","grey60",0.145574641517616
"8885",8885,"PIGF","uc002rvc.3","pink",0.116958924318486
"8886",8886,"PIGF","uc002rvd.3","violet",0.113702717459858
"8901",8901,"PPP1R21","uc002rwi.1","violet",0.128933197283192
"8902",8902,"PPP1R21","uc002rwj.3","orange",0.195509537826622
"8903",8903,"PPP1R21","uc002rwl.3","white",0.111589068463758
"8904",8904,"PPP1R21","uc002rwm.3","red",0.157467892603025
"8909",8909,"ERLEC1","uc002rxl.3","brown",0.295641395843519
"8910",8910,"ERLEC1","uc002rxm.3","skyblue",0.150344329572938
"8911",8911,"ERLEC1","uc002rxn.3","lightcyan",0.106251856821116
"8917",8917,"SPTBN1","uc002rxu.3","sienna3",0.528441843080963
"8918",8918,"SPTBN1","uc002rxv.1","darkred",0.266091443000623
"8921",8921,"SPTBN1","uc002rxy.3","paleturquoise",0.338848524940657
"8925",8925,"RPS27A","uc010yow.2","magenta",0.166216369262861
"8926",8926,"RPS27A","uc002ryk.3","green",0.494509792157624
"8927",8927,"RPS27A","uc021vhs.1","green",0.615211933426335
"8930",8930,"CCDC88A","uc002ryt.2","purple",0.236981772335497
"8931",8931,"CCDC88A","uc002ryv.2","turquoise",0.15059543652312
"8932",8932,"CCDC88A","uc010fbz.3","purple",0.127104627525287
"8940",8940,"5S_rRNA","uc021vhy.1","blue",0.668306517698906
"8946",8946,"Mir_562","uc021vif.1","salmon",0.55223391212604
"8951",8951,"KIAA1841","uc002sav.4","white",0.205547837786663
"8952",8952,"KIAA1841","uc002saw.4","cyan",0.24122659633956
"8953",8953,"KIAA1841","uc002say.3","white",0.233775871255386
"8955",8955,"C2orf74","uc002sba.2","salmon",0.223494912632737
"8956",8956,"C2orf74","uc010ypl.1","brown",0.180336968007064
"8966",8966,"EHBP1","uc002sby.3","salmon",0.323615422309384
"8967",8967,"EHBP1","uc002sca.3","saddlebrown",0.22473027819848
"8983",8983,"SPRED2","uc010fcw.3","grey60",0.359955680443111
"8984",8984,"SPRED2","uc002sdr.4","darkturquoise",0.340528253474274
"9000",9000,"AAK1","uc002sfp.2","turquoise",0.353736012775058
"9001",9001,"AAK1","uc010fdm.1","greenyellow",0.37145813939481
"9047",9047,"MOB1A","uc002skh.4","red",0.664453688105582
"9048",9048,"MOB1A","uc002ski.2","darkred",0.153348743100185
"9070",9070,"CTNNA2","uc010yse.2","lightcyan",0.558904180084109
"9071",9071,"CTNNA2","uc010ysf.2","black",0.425208171603811
"9072",9072,"LRRTM1","uc002soj.3","white",0.171605308272339
"9073",9073,"LRRTM1","uc002sok.1","darkmagenta",0.256136908819218
"9074",9074,"CTNNA2","uc010ysi.2","darkmagenta",0.234176808388915
"9098",9098,"PTCD3","uc010ytc.1","magenta",0.170460939254551
"9099",9099,"PTCD3","uc002sqw.2","turquoise",0.42346665926955
"9101",9101,"IMMT","uc002sqy.4","turquoise",0.131811447619253
"9102",9102,"IMMT","uc002sqz.4","blue",0.158687389613569
"9103",9103,"IMMT","uc002sre.3","plum1",0.234881176303584
"9155",9155,"ANKRD36","uc002sxn.2","white",0.190116415761084
"9156",9156,"ANKRD36","uc010yuz.1","salmon",0.192503792023277
"9157",9157,"ANKRD36","uc010fic.2","greenyellow",0.156523085857381
"9158",9158,"ANKRD36","uc002sxp.3","white",0.149421765150731
"9159",9159,"ANKRD36","uc002sxq.2","blue",0.247982380647188
"9160",9160,"ANKRD36","uc002sxr.1","green",0.235902515102518
"9161",9161,"LOC100506123","uc021vll.1","darkgrey",0.184832580059466
"9162",9162,"LOC100506123","uc002sxv.4","skyblue3",0.169222269099588
"9170",9170,"UNC50","uc002szc.4","darkred",0.276950323633264
"9171",9171,"UNC50","uc002szb.3","brown",0.12417866205793
"9179",9179,"TXNDC9","uc002szz.3","orangered4",0.16386029681846
"9180",9180,"TXNDC9","uc002taa.1","plum1",0.251635094330612
"9195",9195,"MAP4K4","uc002tbd.3","darkturquoise",0.246732748519848
"9196",9196,"MAP4K4","uc002tbg.3","paleturquoise",0.196139554585212
"9197",9197,"MAP4K4","uc010yvz.2","royalblue",0.345651465833764
"9246",9246,"U6","uc021vmy.1","yellow",0.984388992552668
"9272",9272,"ERCC3","uc002toe.1","orangered4",0.132574297884067
"9273",9273,"ERCC3","uc002toh.1","pink",0.151663967284296
"9281",9281,"UGGT1","uc010fme.1","orangered4",0.235712573385178
"9282",9282,"UGGT1","uc002tpr.3","skyblue",0.188837030339551
"9297",9297,"PLEKHB2","uc002tsf.4","darkgrey",0.0707970627231406
"9298",9298,"PLEKHB2","uc002tsg.4","brown",0.223583653026694
"9299",9299,"PLEKHB2","uc002tsj.4","lightgreen",0.172572737841598
"9300",9300,"TRNA_Pseudo","uc021vpo.1","magenta",0.460771029267372
"9326",9326,"U6","uc021vqe.1","lightcyan",0.245307954717833
"9334",9334,"ORC4","uc002twj.3","darkgrey",0.17564346793759
"9335",9335,"ORC4","uc010zbp.2","pink",0.229494205947341
"9336",9336,"ORC4","uc002twk.3","salmon",0.248626067421561
"9341",9341,"KIF5C","uc002tws.1","violet",0.272316640551441
"9342",9342,"KIF5C","uc002twt.3","purple",0.201919462610648
"9343",9343,"KIF5C","uc002twu.1","lightyellow",0.170928211187982
"9345",9345,"U2","uc021vqu.1","salmon",0.567004613217359
"9352",9352,"CACNB4","uc002txy.3","darkolivegreen",0.487309618286484
"9353",9353,"CACNB4","uc002tya.3","lightcyan",0.325121934916175
"9361",9361,"KCNJ3","uc031rpq.1","white",0.205487286811834
"9362",9362,"KCNJ3","uc002tyv.2","cyan",0.362914630080509
"9365",9365,"GPD2","uc002tzf.4","lightcyan",0.183089701344021
"9366",9366,"GPD2","uc002tzd.4","black",0.39532144292479
"9369",9369,"U6","uc021vrn.1","blue",0.676832491735561
"9372",9372,"PKP4","uc002tzu.3","lightgreen",0.221698270178814
"9374",9374,"PKP4","uc002uac.3","greenyellow",0.19225893394267
"9375",9375,"PKP4","uc002uae.1","darkorange",0.146706265540852
"9408",9408,"CERS6","uc002uec.2","brown",0.322534069706499
"9409",9409,"CERS6","uc002ueb.2","plum1",0.160013149150402
"9416",9416,"PPIG","uc002uez.3","darkgrey",0.161236935434567
"9417",9417,"PPIG","uc002ufa.3","yellowgreen",0.219639070233752
"9432",9432,"DYNC1I2","uc002uhc.4","orange",0.134839961367856
"9433",9433,"DYNC1I2","uc002uhd.2","darkgrey",0.369632455370372
"9434",9434,"SLC25A12","uc002uhh.3","brown",0.415304960926289
"9435",9435,"SLC25A12","uc010zdv.2","darkred",0.227929617857855
"9436",9436,"HAT1","uc002uhi.3","grey60",0.284582086925141
"9437",9437,"HAT1","uc002uhj.3","orangered4",0.197606228530143
"9441",9441,"PDK1","uc010zea.1","darkmagenta",0.145097646991228
"9442",9442,"PDK1","uc002uhs.3","saddlebrown",0.479833399474752
"9444",9444,"RAPGEF4","uc002uhu.2","lightcyan",0.170700406695684
"9445",9445,"RAPGEF4","uc010fqn.3","lightcyan",0.187411478697225
"9446",9446,"RAPGEF4","uc010fqo.2","magenta",0.180450105485809
"9451",9451,"SCRN3","uc002uiq.3","cyan",0.179571263318448
"9452",9452,"SCRN3","uc002uis.3","magenta",0.313590838140909
"9461",9461,"NFE2L2","uc002ulg.5","purple",0.185081300890605
"9462",9462,"NFE2L2","uc002ulh.5","greenyellow",0.210115654777362
"9463",9463,"NFE2L2","uc002uli.5","tan",0.182979834459943
"9464",9464,"Mir_584","uc021vsv.1","salmon",0.223078944712208
"9485",9485,"UBE2E3","uc002unq.1","turquoise",0.206087968944986
"9486",9486,"UBE2E3","uc002unr.1","darkgrey",0.198090248138807
"9487",9487,"UBE2E3","uc010fri.1","white",0.165084062645076
"9512",9512,"Y_RNA","uc021vua.1","yellow",0.930591739415858
"9522",9522,"7SK","uc021vuc.1","yellow",0.189097239702297
"9533",9533,"U6","uc021vuh.1","salmon",0.184955977155296
"9551",9551,"SATB2","uc002uuy.2","magenta",0.307498505169457
"9552",9552,"SATB2","uc002uuz.2","violet",0.169004376430652
"9559",9559,"KCTD18","uc002uvt.3","orange",0.196401296417794
"9560",9560,"KCTD18","uc002uvu.1","darkturquoise",0.105011279480416
"9563",9563,"CLK1","uc010zhi.1","purple",0.439158666330613
"9564",9564,"CLK1","uc002uwe.2","paleturquoise",0.328674285920977
"9565",9565,"CLK1","uc002uwg.2","royalblue",0.384570452407604
"9566",9566,"PPIL3","uc021vut.1","cyan",0.21987994107488
"9567",9567,"PPIL3","uc002uwi.3","purple",0.110660617208406
"9572",9572,"CFLAR","uc002uwy.3","yellowgreen",0.379310825253604
"9573",9573,"CFLAR","uc002uxe.2","yellowgreen",0.243853500103565
"9574",9574,"CFLAR","uc002uxg.3","pink",0.320333025930326
"9576",9576,"TRAK2","uc002uyb.4","lightgreen",0.358329225690932
"9577",9577,"TRAK2","uc002uyc.2","pink",0.169104082562778
"9578",9578,"STRADB","uc021vvb.1","greenyellow",0.237727816692125
"9579",9579,"STRADB","uc002uyd.4","darkorange",0.150444280291101
"9601",9601,"EEF1B2","uc002vbf.1","green",0.453681202320918
"9602",9602,"EEF1B2","uc002vbh.1","darkred",0.285865073142653
"9621",9621,"5S_rRNA","uc021vvw.1","yellow",0.696711622275451
"9622",9622,"UNC80","uc002vdj.1","darkred",0.362067407198392
"9623",9623,"UNC80","uc002vdk.2","orange",0.199674370780999
"9624",9624,"UNC80","uc010zjd.1","lightgreen",0.165772372986581
"9633",9633,"SPAG16","uc002veo.4","turquoise",0.20950701128527
"9634",9634,"SPAG16","uc010fuz.3","white",0.151062824252856
"9635",9635,"SPAG16","uc002ver.4","skyblue",0.20801099719477
"9647",9647,"IGFBP2","uc021vwn.1","skyblue3",0.558979850892442
"9648",9648,"IGFBP2","uc010zju.2","darkturquoise",0.184804394539864
"9655",9655,"ARPC2","uc002vhd.4","steelblue",0.495423956511505
"9656",9656,"ARPC2","uc002vhe.3","midnightblue",0.272100559497127
"9657",9657,"ARPC2","uc002vhf.3","darkgrey",0.184040160975614
"9661",9661,"USP37","uc010fvs.1","darkorange",0.214032664854712
"9662",9662,"USP37","uc010zkg.2","pink",0.274916572644288
"9693",9693,"Mir_649","uc021vxe.1","yellow",0.684959470369499
"9696",9696,"FARSB","uc002vne.1","turquoise",0.196389537403078
"9697",9697,"FARSB","uc002vnf.1","skyblue",0.148950825775022
"9703",9703,"CUL3","uc010fwy.2","grey60",0.212016589622354
"9704",9704,"CUL3","uc002vny.3","white",0.29440179565812
"9710",9710,"MFF","uc002vot.4","salmon",0.307936308717333
"9711",9711,"MFF","uc031rro.1","blue",0.179463081458522
"9712",9712,"MFF","uc002voy.4","yellowgreen",0.200151189514555
"9728",9728,"ITM2C","uc002vqz.3","steelblue",0.579175129030315
"9729",9729,"ITM2C","uc002vrc.3","black",0.392322651026697
"9733",9733,"ARMC9","uc002vrq.5","plum1",0.256336834599868
"9734",9734,"ARMC9","uc031rrs.1","paleturquoise",0.150804842055146
"9742",9742,"COPS7B","uc010fxy.1","orangered4",0.171192316536298
"9743",9743,"COPS7B","uc002vsg.1","skyblue",0.131379752181637
"9746",9746,"EIF4E2","uc010zmi.1","orange",0.139833394318452
"9747",9747,"EIF4E2","uc002vta.3","orangered4",0.296470602417131
"9748",9748,"EIF4E2","uc002vtb.1","skyblue",0.185718888435487
"9750",9750,"Metazoa_SRP","uc021vyj.1","yellow",0.267020882613907
"9795",9795,"HDLBP","uc002waz.3","purple",0.2132575425713
"9796",9796,"HDLBP","uc002wba.3","darkred",0.235626736559158
"9797",9797,"HDLBP","uc010fzn.1","skyblue",0.20621394729799
"9799",9799,"SEPT2","uc002wbc.3","darkturquoise",0.141146745138112
"9800",9800,"SEPT2","uc002wbe.1","saddlebrown",0.229727542631724
"9801",9801,"SEPT2","uc002wbf.3","saddlebrown",0.177019124174643
"9802",9802,"SEPT2","uc002wbg.3","royalblue",0.503103943184272
"9803",9803,"SEPT2","uc010zop.2","purple",0.111524467321406
"9806",9806,"STK25","uc010zov.3","orangered4",0.171387404050073
"9807",9807,"STK25","uc010zow.3","blue",0.11211414343445
"9823",9823,"TBC1D20","uc002wds.3","saddlebrown",0.207871304109527
"9824",9824,"TBC1D20","uc002wdv.3","black",0.161516053768313
"9837",9837,"SNRPB","uc002wga.1","grey60",0.131867879254388
"9838",9838,"SNRPB","uc010gan.3","tan",0.100805100676377
"9841",9841,"NOP56","uc010zpy.2","purple",0.333632171259889
"9842",9842,"NOP56","uc002wgh.3","turquoise",0.245248156157563
"9845",9845,"IDH3B","uc002wgp.4","darkred",0.250017676964527
"9846",9846,"IDH3B","uc002wgr.4","white",0.144578012210326
"9856",9856,"U6","uc021vzy.1","yellow",0.682817424915953
"9864",9864,"PANK2","uc002wkb.3","red",0.162594894790412
"9865",9865,"PANK2","uc002wkf.3","orangered4",0.140524181342475
"9875",9875,"CDS2","uc002wlr.2","purple",0.20551399809139
"9876",9876,"CDS2","uc002wls.3","darkorange",0.435505608237627
"9877",9877,"CDS2","uc002wlv.3","brown",0.323058812020663
"9888",9888,"PLCB1","uc002wmz.2","darkred",0.10136325153985
"9889",9889,"PLCB1","uc002wna.4","orange",0.335360683265908
"9890",9890,"PLCB1","uc002wnc.1","cyan",0.205511078349295
"9897",9897,"MKKS","uc002wnt.2","darkgrey",0.221711990481309
"9898",9898,"MKKS","uc002wnu.2","brown",0.268454044973534
"9907",9907,"Metazoa_SRP","uc021waq.1","midnightblue",0.160352621916234
"9911",9911,"SNRPB2","uc002wph.2","turquoise",0.282879916508609
"9912",9912,"SNRPB2","uc002wpi.2","skyblue",0.163249050227996
"9916",9916,"7SK","uc021wav.1","orangered4",0.18125767131996
"9928",9928,"SEC23B","uc002wrb.2","tan",0.26688430667614
"9929",9929,"SEC23B","uc002wqz.2","orange",0.111658832810953
"9946",9946,"NAPB","uc002wta.3","darkgreen",0.888922282034171
"9947",9947,"NAPB","uc010zss.1","violet",0.287009334997078
"9948",9948,"NAPB","uc010zst.1","grey60",0.181370575567656
"9956",9956,"ENTPD6","uc002wuj.2","midnightblue",0.159058576773465
"9957",9957,"ENTPD6","uc010gdl.1","darkred",0.135014166045262
"9959",9959,"ABHD12","uc002wuq.3","black",0.12475425389485
"9960",9960,"ABHD12","uc002wus.2","cyan",0.288464953742538
"9983",9983,"KIF3B","uc002wxq.3","darkgrey",0.150471980198528
"9984",9984,"KIF3B","uc010ztw.2","blue",0.149800100585473
"9997",9997,"RALY","uc010zui.2","purple",0.200068289578677
"9998",9998,"RALY","uc002xab.3","orange",0.197756711835377
"10004",10004,"PIGU","uc002xas.3","paleturquoise",0.246286780729567
"10005",10005,"PIGU","uc010gev.1","white",0.292292227675275
"10011",10011,"GSS","uc010zun.2","plum1",0.191931045759435
"10012",10012,"GSS","uc002xbg.3","orangered4",0.206305615660554
"10018",10018,"EIF6","uc002xbv.2","skyblue",0.164861691966023
"10019",10019,"EIF6","uc002xbx.2","darkred",0.225333676829746
"10020",10020,"UQCC","uc002xcd.3","orangered4",0.241831577786317
"10021",10021,"UQCC","uc002xci.1","pink",0.173622067290351
"10023",10023,"CEP250","uc021wco.1","brown",0.135722963866886
"10024",10024,"CEP250","uc010zve.2","pink",0.161540973574039
"10028",10028,"ROMO1","uc002xdy.3","plum1",0.191261895530741
"10029",10029,"ROMO1","uc010gfm.3","yellow",0.279395496733366
"10046",10046,"RPN2","uc002xgq.3","greenyellow",0.256408464749594
"10047",10047,"RPN2","uc002xgp.3","red",0.330534227593963
"10050",10050,"BLCAP","uc021wde.1","purple",0.179676466758153
"10051",10051,"BLCAP","uc002xhc.3","steelblue",0.342741225679619
"10071",10071,"Metazoa_SRP","uc021wdo.1","lightgreen",0.20314726264366
"10072",10072,"FAM83D","uc002xjf.3","greenyellow",0.147016084314193
"10073",10073,"FAM83D","uc002xjg.3","orange",0.210050697450602
"10084",10084,"7SK","uc021wdw.1","salmon",0.186373520202618
"10085",10085,"SRSF6","uc002xki.3","white",0.187583982958336
"10086",10086,"SRSF6","uc010zwg.2","steelblue",0.2399293172806
"10090",10090,"OSER1-AS1","uc002xll.3","orangered4",0.191123164980039
"10091",10091,"OSER1-AS1","uc002xln.3","grey60",0.126520955591065
"10153",10153,"UBE2V1","uc002xva.4","violet",0.556805869219968
"10154",10154,"UBE2V1","uc031rty.1","skyblue",0.13508324701397
"10164",10164,"ATP9A","uc002xwf.1","white",0.163034914808541
"10165",10165,"ATP9A","uc002xwg.1","sienna3",0.438377801433755
"10182",10182,"STX16","uc002xzk.3","skyblue",0.125406063087869
"10183",10183,"STX16","uc002xzi.3","darkorange",0.0999074616336754
"10185",10185,"GNAS","uc002xzx.3","sienna3",0.770904226836582
"10186",10186,"GNAS","uc002yaa.3","saddlebrown",0.151846589971845
"10188",10188,"GNAS","uc002yad.3","purple",0.231143840357024
"10189",10189,"GNAS","uc002yae.3","purple",0.226005373832851
"10194",10194,"PHACTR3","uc002yat.3","violet",0.215286277305755
"10195",10195,"PHACTR3","uc002yau.3","darkgrey",0.20390603959026
"10197",10197,"PHACTR3","uc002yav.3","plum1",0.204651732396415
"10202",10202,"CDH4","uc002ybn.2","paleturquoise",0.166020292430728
"10203",10203,"CDH4","uc002ybp.2","white",0.196639161027526
"10228",10228,"KCNQ2","uc002yex.3","darkturquoise",0.335351645089572
"10229",10229,"KCNQ2","uc002yez.1","skyblue",0.145144307132063
"10230",10230,"KCNQ2","uc002yfc.1","orangered4",0.168379376564765
"10240",10240,"DNAJC5","uc002yhf.3","turquoise",0.303440906186147
"10241",10241,"DNAJC5","uc002yhh.3","orangered4",0.126462851343305
"10274",10274,"JAM2","uc031rvc.1","plum1",0.0953259475001196
"10275",10275,"JAM2","uc002ylp.2","black",0.426178490474858
"10278",10278,"APP","uc010glk.3","paleturquoise",0.377498244554325
"10279",10279,"APP","uc002ylz.3","skyblue3",0.484023048709637
"10280",10280,"APP","uc002yma.3","royalblue",0.387098692907871
"10281",10281,"APP","uc021wia.1","darkgrey",0.201847460875571
"10282",10282,"APP","uc011acj.2","pink",0.35976607072684
"10291",10291,"N6AMT1","uc002ymo.2","orange",0.276416257525301
"10292",10292,"N6AMT1","uc002ymp.2","skyblue",0.0955940961539476
"10313",10313,"C21orf59","uc002ypz.2","paleturquoise",0.151000934087337
"10314",10314,"C21orf59","uc002yqc.3","skyblue",0.188641095039819
"10322",10322,"IL10RB","uc002yrk.2","red",0.222131651758682
"10323",10323,"IL10RB","uc002yrl.2","skyblue",0.161392930911691
"10326",10326,"TMEM50B","uc002yrs.2","orangered4",0.152954753215419
"10327",10327,"TMEM50B","uc010gmb.2","blue",0.172240890694071
"10341",10341,"SMIM11","uc002ytu.4","paleturquoise",0.16369533088533
"10342",10342,"SMIM11","uc002ytw.2","darkorange",0.183893011631825
"10359",10359,"TTC3","uc002yvz.3","darkgreen",0.279747685711961
"10360",10360,"TTC3","uc011aee.1","white",0.186985243579689
"10361",10361,"TTC3","uc002ywa.3","darkgrey",0.272609198999167
"10362",10362,"TTC3","uc002ywb.3","darkturquoise",0.0880225212753699
"10363",10363,"TTC3","uc010gnf.3","blue",0.143393739661085
"10364",10364,"TTC3","uc002ywc.3","darkred",0.183719344658954
"10365",10365,"TTC3","uc002ywd.1","steelblue",0.148740203675618
"10367",10367,"DYRK1A","uc002ywg.1","steelblue",0.207356725463376
"10368",10368,"DYRK1A","uc010gno.1","pink",0.196931297633092
"10369",10369,"DYRK1A","uc002ywj.3","greenyellow",0.254205086156348
"10370",10370,"DYRK1A","uc002ywk.3","salmon",0.202416503523006
"10371",10371,"DYRK1A","uc011aei.2","yellow",0.27126103142237
"10379",10379,"WRB","uc002yxs.3","green",0.253997699347078
"10380",10380,"WRB","uc031rvq.1","violet",0.110015130103454
"10381",10381,"WRB","uc002yxt.4","yellow",0.233874079238049
"10390",10390,"MX1","uc002yzh.3","paleturquoise",0.079504317352164
"10391",10391,"MX1","uc002yzi.3","yellowgreen",0.598224602004403
"10403",10403,"NDUFV3","uc002zcm.3","lightcyan",0.144343791293547
"10404",10404,"NDUFV3","uc002zcn.3","darkred",0.262314064447811
"10408",10408,"U2AF1","uc002zcy.1","paleturquoise",0.170248597686888
"10409",10409,"U2AF1","uc002zdb.1","black",0.202779611775831
"10410",10410,"U2AF1","uc010gpi.1","paleturquoise",0.185114217853151
"10416",10416,"AGPAT3","uc002zdv.3","steelblue",0.283749548874295
"10417",10417,"AGPAT3","uc002zdy.3","white",0.166060034739082
"10420",10420,"C21orf33","uc002zec.4","turquoise",0.31845344243939
"10421",10421,"C21orf33","uc002zed.4","skyblue",0.109897577960711
"10438",10438,"YBEY","uc002zit.1","orange",0.0981518622901783
"10439",10439,"YBEY","uc002zix.3","white",0.0933653079321795
"10454",10454,"BCL2L13","uc002zmw.4","white",0.193359331154867
"10455",10455,"BCL2L13","uc010gqz.4","greenyellow",0.188076398821193
"10456",10456,"BCL2L13","uc002zna.4","brown",0.256777052044014
"10458",10458,"MICAL3","uc002zng.4","lightgreen",0.410876300181363
"10459",10459,"MICAL3","uc002znh.2","saddlebrown",0.275504051588467
"10461",10461,"MICAL3","uc011agm.1","greenyellow",0.223919535519454
"10472",10472,"Y_RNA","uc021wla.1","yellow",0.624962383141829
"10475",10475,"HIRA","uc002zpf.1","skyblue",0.193886931438967
"10476",10476,"HIRA","uc011agx.1","darkgrey",0.124644929760793
"10480",10480,"UFD1L","uc002zpm.2","lightcyan",0.199983905157211
"10481",10481,"UFD1L","uc011agy.1","lightyellow",0.147698949796546
"10502",10502,"AIFM3","uc002ztk.2","black",0.286862282938855
"10503",10503,"AIFM3","uc002ztj.2","cyan",0.144325572755322
"10522",10522,"BCR","uc002zww.3","midnightblue",0.382546199230054
"10523",10523,"BCR","uc011aiy.2","midnightblue",0.215959170589846
"10524",10524,"BCR","uc010gtx.1","darkturquoise",0.28551382967991
"10529",10529,"SMARCB1","uc002zyb.3","orangered4",0.136210702157478
"10530",10530,"SMARCB1","uc002zyc.3","lightgreen",0.187261390887985
"10544",10544,"SGSM1","uc010guu.1","darkorange",0.27488851319137
"10545",10545,"SGSM1","uc003abi.1","purple",0.438628391054927
"10548",10548,"CRYBB2P1","uc003abt.4","pink",0.196496945764834
"10549",10549,"CRYBB2P1","uc003abu.4","yellow",0.219484145322743
"10561",10561,"PITPNB","uc003adk.3","red",0.164067629830611
"10562",10562,"PITPNB","uc003adl.3","brown",0.279567197837633
"10581",10581,"THOC5","uc003afq.3","skyblue",0.268051133600127
"10582",10582,"THOC5","uc003afu.3","lightcyan",0.193975852603184
"10583",10583,"THOC5","uc003afv.1","darkgrey",0.20138720337466
"10585",10585,"NF2","uc003afy.4","lightgreen",0.170445019069793
"10586",10586,"NF2","uc003agc.4","plum1",0.208424339636022
"10587",10587,"NF2","uc003age.4","skyblue",0.135731915873047
"10614",10614,"DEPDC5","uc011als.2","orangered4",0.230873824488938
"10615",10615,"DEPDC5","uc003alr.2","darkturquoise",0.105521407727215
"10619",10619,"FBXO7","uc003amp.1","greenyellow",0.195161281760794
"10620",10620,"FBXO7","uc003amq.3","orangered4",0.217264804360581
"10621",10621,"FBXO7","uc003amu.3","royalblue",0.366100418359731
"10625",10625,"LARGE","uc003and.4","lightcyan",0.133310161001071
"10626",10626,"LARGE","uc003ane.4","steelblue",0.397439991351802
"10627",10627,"LARGE","uc011amf.2","darkorange",0.175158953099871
"10637",10637,"MYH9","uc003apg.3","tan",0.39067659034339
"10638",10638,"MYH9","uc003aph.1","white",0.232914057672267
"10639",10639,"MYH9","uc003api.1","magenta",0.15589877178418
"10645",10645,"IFT27","uc003apv.3","greenyellow",0.200809251287161
"10646",10646,"IFT27","uc003apw.3","blue",0.151138364010791
"10650",10650,"KCTD17","uc011amv.2","skyblue",0.186296666567132
"10651",10651,"KCTD17","uc010gxb.3","midnightblue",0.628808588607268
"10660",10660,"NOL12","uc003ato.1","darkgrey",0.32335826691482
"10661",10661,"NOL12","uc003atp.3","darkturquoise",0.165861168509006
"10674",10674,"CSNK1E","uc003avj.3","white",0.354315290350429
"10675",10675,"CSNK1E","uc003avk.3","lightyellow",0.228114103031077
"10676",10676,"LOC400927","uc010gxm.2","turquoise",0.177667711458244
"10677",10677,"LOC400927","uc003avr.1","salmon",0.423948711714978
"10694",10694,"CBX7","uc003axb.3","brown",0.348123916085671
"10695",10695,"CBX7","uc003axc.3","white",0.417356158001346
"10701",10701,"MGAT3","uc003axv.4","white",0.218168514656362
"10702",10702,"MGAT3","uc010gxy.3","greenyellow",0.256105270001568
"10706",10706,"TNRC6B","uc003aym.3","orange",0.15682433375915
"10707",10707,"TNRC6B","uc011aor.2","darkorange",0.119467555832906
"10708",10708,"TNRC6B","uc003ayn.4","skyblue",0.16117379456577
"10715",10715,"XPNPEP3","uc003azh.3","pink",0.150736066812164
"10716",10716,"XPNPEP3","uc003azi.3","turquoise",0.178095427702816
"10726",10726,"TEF","uc003azx.4","greenyellow",0.317869766740044
"10727",10727,"TEF","uc003azy.4","brown",0.275416170339273
